model,brand,year,title_status,mileage,color,state,condition,price,clase
caravan,dodge,2019,clean vehicle,17472.0,black,arizona,20 hours left,15400,0
door,dodge,2012,clean vehicle,123882.0,white,texas,7 hours left,2300,0
charger,dodge,2019,clean vehicle,10341.0,red,california,1 days left,17000,0
durango,dodge,2019,clean vehicle,19695.0,black,new jersey,2 hours left,34000,1
journey,dodge,2017,clean vehicle,51041.0,black,pennsylvania,1 days left,13700,0
challenger,dodge,2018,clean vehicle,22646.0,white,west virginia,2 days left,19100,0
journey,dodge,2018,clean vehicle,18138.0,white,west virginia,2 days left,11800,0
durango,dodge,2019,clean vehicle,23987.0,gray,nevada,6 hours left,27500,1
durango,dodge,2019,clean vehicle,17160.0,black,nevada,6 hours left,26900,1
durango,dodge,2019,clean vehicle,26929.0,white,nevada,6 hours left,27100,1
durango,dodge,2019,clean vehicle,25815.0,white,nevada,6 hours left,27200,1
caravan,dodge,2017,clean vehicle,81992.0,silver,florida,4 days left,9000,0
challenger,dodge,2019,clean vehicle,5000.0,gray,south carolina,21 hours left,22500,1
door,dodge,2015,clean vehicle,62683.0,white,west virginia,2 days left,7700,0
van,dodge,2013,clean vehicle,107224.0,white,florida,4 days left,4500,0
door,dodge,2013,salvage insurance,184905.0,gray,illinois,16 hours left,2200,0
charger,dodge,2019,clean vehicle,35153.0,black,pennsylvania,6 days left,21500,1
challenger,dodge,2019,clean vehicle,26474.0,orange,pennsylvania,6 days left,18800,0
charger,dodge,2019,clean vehicle,30943.0,red,pennsylvania,6 days left,21800,1
challenger,dodge,2019,clean vehicle,17154.0,black,pennsylvania,6 days left,20300,0
van,dodge,2016,clean vehicle,79637.0,white,south carolina,21 hours left,8200,0
caravan,dodge,2019,clean vehicle,12123.0,red,pennsylvania,6 days left,19000,0
door,dodge,2016,clean vehicle,107822.0,blue,south carolina,21 hours left,8400,0
caravan,dodge,2019,clean vehicle,10221.0,blue,pennsylvania,6 days left,19500,0
door,dodge,2015,clean vehicle,95278.0,blue,south carolina,21 hours left,7000,0
challenger,dodge,2019,clean vehicle,13457.0,gray,pennsylvania,6 days left,19500,0
van,dodge,2014,clean vehicle,69936.0,blue,missouri,21 hours left,8500,0
challenger,dodge,2019,clean vehicle,13520.0,gray,pennsylvania,6 days left,20500,0
door,dodge,2014,clean vehicle,96922.0,silver,south carolina,21 hours left,4900,0
door,dodge,2014,clean vehicle,72594.0,black,missouri,21 hours left,20800,1
durango,dodge,2019,clean vehicle,17896.0,silver,pennsylvania,6 days left,28500,1
caravan,dodge,2019,clean vehicle,11088.0,silver,pennsylvania,6 days left,21900,1
caravan,dodge,2019,clean vehicle,29567.0,black,nevada,2 days left,15800,0
durango,dodge,2019,clean vehicle,15655.0,white,colorado,16 hours left,33000,1
challenger,dodge,2019,clean vehicle,26428.0,black,nevada,2 days left,22700,1
charger,dodge,2019,clean vehicle,29003.0,white,pennsylvania,6 days left,21900,1
charger,dodge,2019,clean vehicle,32229.0,red,pennsylvania,6 days left,19300,0
durango,dodge,2019,clean vehicle,26503.0,black,nevada,2 days left,30700,1
challenger,dodge,2019,clean vehicle,15446.0,black,pennsylvania,6 days left,19300,0
caravan,dodge,2014,clean vehicle,128556.0,white,california,5 hours left,13750,0
caravan,dodge,2019,clean vehicle,23369.0,silver,nevada,2 days left,16400,0
caravan,dodge,2019,clean vehicle,8767.0,black,pennsylvania,6 days left,19500,0
caravan,dodge,2019,clean vehicle,48319.0,white,nevada,2 days left,15100,0
durango,dodge,2019,clean vehicle,15275.0,black,pennsylvania,6 days left,28500,1
caravan,dodge,2019,clean vehicle,33826.0,white,nevada,2 days left,15300,0
challenger,dodge,2019,clean vehicle,16679.0,white,pennsylvania,6 days left,20300,0
charger,dodge,2019,clean vehicle,26184.0,gray,pennsylvania,6 days left,22000,1
journey,dodge,2019,clean vehicle,21203.0,gray,nevada,2 days left,16700,0
challenger,dodge,2019,clean vehicle,17870.0,black,pennsylvania,6 days left,19300,0
durango,dodge,2019,clean vehicle,17909.0,gray,michigan,21 hours left,34100,1
caravan,dodge,2019,clean vehicle,41126.0,silver,nevada,2 days left,14600,0
caravan,dodge,2019,clean vehicle,14098.0,red,pennsylvania,6 days left,18200,0
durango,dodge,2019,clean vehicle,15003.0,black,michigan,21 hours left,33800,1
journey,dodge,2019,clean vehicle,29105.0,black,nevada,2 days left,15900,0
caravan,dodge,2019,clean vehicle,34794.0,black,pennsylvania,6 days left,16500,0
durango,dodge,2019,clean vehicle,20034.0,silver,michigan,21 hours left,29600,1
caravan,dodge,2019,clean vehicle,46942.0,black,nevada,2 days left,14100,0
caravan,dodge,2019,clean vehicle,14753.0,white,pennsylvania,6 days left,18200,0
caravan,dodge,2019,clean vehicle,14359.0,black,pennsylvania,6 days left,18200,0
charger,dodge,2019,clean vehicle,34922.0,black,michigan,21 hours left,24300,1
journey,dodge,2019,clean vehicle,20944.0,white,nevada,2 days left,15400,0
journey,dodge,2019,clean vehicle,9877.0,white,pennsylvania,6 days left,19000,0
journey,dodge,2019,clean vehicle,8949.0,black,pennsylvania,6 days left,19000,0
challenger,dodge,2017,clean vehicle,13627.0,gray,georgia,21 hours left,27800,1
journey,dodge,2019,clean vehicle,18291.0,blue,pennsylvania,6 days left,18200,0
journey,dodge,2018,clean vehicle,38029.0,white,pennsylvania,6 days left,15000,0
caravan,dodge,2017,clean vehicle,32593.0,gray,michigan,21 hours left,19200,0
caravan,dodge,2018,clean vehicle,37352.0,red,pennsylvania,6 days left,15500,0
challenger,dodge,2017,clean vehicle,23030.0,green,michigan,21 hours left,24900,1
journey,dodge,2018,clean vehicle,30671.0,red,pennsylvania,6 days left,15500,0
door,dodge,2012,salvage insurance,79544.0,white,texas,17 hours left,7600,0
journey,dodge,2017,clean vehicle,15027.0,black,michigan,21 hours left,18400,0
caravan,dodge,2018,clean vehicle,29115.0,white,florida,24 hours left,14700,0
door,dodge,2015,clean vehicle,93604.0,white,florida,2 days left,3900,0
door,dodge,2015,clean vehicle,100203.0,black,florida,2 days left,5200,0
caravan,dodge,2019,clean vehicle,35401.0,silver,minnesota,14 hours left,17200,0
caravan,dodge,2019,clean vehicle,20279.0,red,minnesota,14 hours left,18700,0
durango,dodge,2019,clean vehicle,26090.0,red,minnesota,14 hours left,32000,1
door,dodge,2015,clean vehicle,107924.0,white,michigan,21 hours left,14500,0
caravan,dodge,2019,clean vehicle,14906.0,black,minnesota,14 hours left,19400,0
caravan,dodge,2019,clean vehicle,34407.0,black,minnesota,14 hours left,17300,0
journey,dodge,2019,clean vehicle,18049.0,orange,minnesota,14 hours left,16700,0
caravan,dodge,2019,clean vehicle,18132.0,white,minnesota,14 hours left,19100,0
door,dodge,2013,clean vehicle,109176.0,black,illinois,21 hours left,11100,0
durango,dodge,2019,clean vehicle,25456.0,black,minnesota,14 hours left,32000,1
caravan,dodge,2019,clean vehicle,38375.0,silver,minnesota,14 hours left,16900,0
charger,dodge,2017,clean vehicle,39792.0,blue,massachusetts,6 days left,18000,0
caravan,dodge,2019,clean vehicle,30403.0,white,minnesota,14 hours left,17800,0
caravan,dodge,2019,clean vehicle,28252.0,white,minnesota,14 hours left,18000,0
caravan,dodge,2019,clean vehicle,31904.0,white,minnesota,14 hours left,17500,0
caravan,dodge,2018,clean vehicle,24336.0,silver,nevada,2 days left,14500,0
caravan,dodge,2019,clean vehicle,23961.0,silver,minnesota,14 hours left,18500,0
caravan,dodge,2019,clean vehicle,22919.0,silver,minnesota,14 hours left,18600,0
durango,dodge,2019,clean vehicle,22863.0,red,minnesota,14 hours left,32000,1
caravan,dodge,2019,clean vehicle,38817.0,black,minnesota,14 hours left,17000,0
caravan,dodge,2019,clean vehicle,48854.0,white,minnesota,14 hours left,16000,0
caravan,dodge,2019,clean vehicle,27288.0,white,minnesota,14 hours left,18000,0
charger,dodge,2020,clean vehicle,5284.0,orange,pennsylvania,2 days left,15900,0
door,dodge,2016,clean vehicle,99988.0,silver,alabama,21 hours left,6200,0
door,dodge,2013,clean vehicle,84109.0,black,alabama,21 hours left,3700,0
door,dodge,2012,clean vehicle,88539.0,white,mississippi,21 hours left,24000,1
van,dodge,2013,clean vehicle,33739.0,gold,nevada,2 days left,20800,1
door,dodge,2012,clean vehicle,101017.0,white,mississippi,21 hours left,18500,0
challenger,dodge,2019,clean vehicle,13906.0,black,pennsylvania,2 days left,18300,0
charger,dodge,2019,clean vehicle,20601.0,gray,pennsylvania,3 days left,21000,1
van,dodge,2013,salvage insurance,135561.0,white,tennessee,2 days left,1300,0
charger,dodge,2019,clean vehicle,23421.0,gray,pennsylvania,2 days left,11900,0
van,dodge,2012,salvage insurance,145174.0,white,maryland,2 days left,950,0
durango,dodge,2019,clean vehicle,21309.0,gray,pennsylvania,2 days left,26800,1
van,dodge,2012,salvage insurance,217576.0,orange,north carolina,2 days left,800,0
caravan,dodge,2019,clean vehicle,10350.0,white,pennsylvania,2 days left,21000,1
door,dodge,2012,salvage insurance,157636.0,orange,georgia,2 days left,1900,0
durango,dodge,2019,clean vehicle,8605.0,white,pennsylvania,3 days left,33500,1
door,dodge,2013,salvage insurance,139404.0,blue,connecticut,2 days left,900,0
caravan,dodge,2019,clean vehicle,10170.0,gray,pennsylvania,2 days left,21000,1
durango,dodge,2019,clean vehicle,22272.0,silver,pennsylvania,2 days left,26800,1
van,dodge,2016,clean vehicle,101906.0,blue,texas,2 days left,5700,0
challenger,dodge,2019,clean vehicle,27019.0,green,pennsylvania,2 days left,18500,0
durango,dodge,2019,clean vehicle,10930.0,white,pennsylvania,3 days left,33000,1
caravan,dodge,2019,clean vehicle,73552.0,silver,texas,2 days left,11000,0
caravan,dodge,2019,clean vehicle,37107.0,blue,pennsylvania,2 days left,15800,0
door,dodge,2013,salvage insurance,124247.0,white,michigan,2 days left,3600,0
caravan,dodge,2019,clean vehicle,36993.0,white,pennsylvania,2 days left,16300,0
door,dodge,2015,clean vehicle,67133.0,white,texas,2 days left,2700,0
caravan,dodge,2019,clean vehicle,33580.0,no_color,pennsylvania,2 days left,12800,0
door,dodge,2015,clean vehicle,94140.0,black,texas,2 days left,9700,0
journey,dodge,2019,clean vehicle,10447.0,silver,pennsylvania,2 days left,18300,0
charger,dodge,2019,clean vehicle,10229.0,silver,illinois,19 hours left,16000,0
caravan,dodge,2019,clean vehicle,6269.0,gray,pennsylvania,3 days left,21000,1
door,dodge,2014,clean vehicle,98699.0,white,texas,2 days left,3700,0
durango,dodge,2019,clean vehicle,10631.0,gray,illinois,2 days left,33000,1
caravan,dodge,2019,clean vehicle,44381.0,silver,pennsylvania,2 days left,14700,0
durango,dodge,2019,clean vehicle,13960.0,silver,illinois,2 days left,33000,1
caravan,dodge,2019,clean vehicle,14051.0,white,pennsylvania,2 days left,15900,0
durango,dodge,2019,clean vehicle,20800.0,gray,illinois,2 days left,33000,1
durango,dodge,2019,clean vehicle,8873.0,gray,illinois,2 days left,33000,1
durango,dodge,2019,clean vehicle,15502.0,black,illinois,2 days left,32500,1
durango,dodge,2019,clean vehicle,9669.0,silver,illinois,2 days left,33000,1
caravan,dodge,2018,clean vehicle,50873.0,black,virginia,8 days left,13000,0
durango,dodge,2019,clean vehicle,14117.0,white,illinois,2 days left,33000,1
charger,dodge,2019,clean vehicle,46820.0,red,illinois,19 hours left,16500,0
durango,dodge,2019,clean vehicle,7247.0,gray,illinois,2 days left,33000,1
challenger,dodge,2017,clean vehicle,40991.0,red,north carolina,Listing Expired,34500,1
durango,dodge,2019,clean vehicle,9023.0,white,illinois,2 days left,33500,1
durango,dodge,2018,clean vehicle,8047.0,white,pennsylvania,3 days left,48000,1
durango,dodge,2019,clean vehicle,3966.0,red,illinois,2 days left,54500,1
caravan,dodge,2018,clean vehicle,41014.0,silver,pennsylvania,3 days left,13200,0
durango,dodge,2018,clean vehicle,20907.0,white,illinois,2 days left,31500,1
durango,dodge,2017,clean vehicle,89795.0,red,illinois,2 days left,17400,0
durango,dodge,2017,clean vehicle,57158.0,white,illinois,2 days left,26000,1
door,dodge,2013,salvage insurance,126718.0,orange,texas,2 days left,1700,0
door,dodge,2013,clean vehicle,83976.0,white,illinois,2 days left,11000,0
charger,dodge,2018,clean vehicle,12554.0,gray,texas,10 days left,21000,1
door,dodge,2015,clean vehicle,60707.0,gray,texas,10 days left,5500,0
door,dodge,2014,clean vehicle,40110.0,red,texas,10 days left,7500,0
caravan,dodge,2019,clean vehicle,28038.0,silver,michigan,21 hours left,15800,0
journey,dodge,2019,clean vehicle,26643.0,red,michigan,21 hours left,16900,0
durango,dodge,2019,clean vehicle,36127.0,white,michigan,21 hours left,25000,1
door,dodge,2019,salvage insurance,19983.0,black,massachusetts,3 days left,18000,0
caravan,dodge,2019,clean vehicle,29926.0,black,michigan,21 hours left,15600,0
durango,dodge,2019,clean vehicle,36750.0,white,north carolina,2 days left,23800,1
journey,dodge,2019,clean vehicle,27312.0,black,michigan,21 hours left,16800,0
durango,dodge,2019,clean vehicle,49575.0,white,north carolina,2 days left,22700,1
challenger,dodge,2019,clean vehicle,30279.0,red,north carolina,2 days left,23300,1
challenger,dodge,2019,clean vehicle,25825.0,white,north carolina,2 days left,23500,1
durango,dodge,2019,clean vehicle,32474.0,silver,north carolina,2 days left,25500,1
challenger,dodge,2019,clean vehicle,30585.0,white,north carolina,2 days left,21800,1
durango,dodge,2019,clean vehicle,36203.0,gray,north carolina,2 days left,22800,1
caravan,dodge,2019,clean vehicle,29602.0,red,michigan,21 hours left,18200,0
challenger,dodge,2019,clean vehicle,28689.0,red,north carolina,2 days left,23500,1
durango,dodge,2019,clean vehicle,31447.0,charcoal,north carolina,2 days left,25700,1
caravan,dodge,2019,clean vehicle,39148.0,white,north carolina,2 days left,15700,0
journey,dodge,2018,clean vehicle,33495.0,silver,michigan,21 hours left,17500,0
caravan,dodge,2019,clean vehicle,35274.0,white,north carolina,2 days left,15700,0
caravan,dodge,2018,clean vehicle,48745.0,white,indiana,21 hours left,16500,0
caravan,dodge,2019,clean vehicle,31297.0,red,north carolina,2 days left,16100,0
caravan,dodge,2019,clean vehicle,38745.0,charcoal,north carolina,2 days left,15600,0
caravan,dodge,2019,clean vehicle,37704.0,gray,north carolina,2 days left,15400,0
durango,dodge,2017,clean vehicle,27060.0,white,michigan,21 hours left,28200,1
caravan,dodge,2019,clean vehicle,40002.0,no_color,north carolina,2 days left,15300,0
caravan,dodge,2019,clean vehicle,34930.0,red,north carolina,2 days left,15900,0
door,dodge,2016,clean vehicle,22863.0,gray,indiana,21 hours left,17700,0
caravan,dodge,2019,clean vehicle,36876.0,white,north carolina,2 days left,15800,0
caravan,dodge,2019,clean vehicle,34264.0,charcoal,north carolina,2 days left,15900,0
charger,dodge,2019,clean vehicle,17515.0,red,new mexico,21 hours left,25300,1
caravan,dodge,2019,clean vehicle,27071.0,silver,north carolina,2 days left,16300,0
durango,dodge,2019,clean vehicle,14656.0,gray,new mexico,21 hours left,29500,1
caravan,dodge,2019,clean vehicle,35652.0,gray,north carolina,2 days left,14500,0
caravan,dodge,2019,clean vehicle,30055.0,no_color,north carolina,2 days left,15400,0
caravan,dodge,2019,clean vehicle,43088.0,charcoal,north carolina,2 days left,15400,0
caravan,dodge,2019,clean vehicle,33641.0,purple,north carolina,2 days left,15100,0
caravan,dodge,2019,clean vehicle,34797.0,black,north carolina,2 days left,15000,0
caravan,dodge,2019,clean vehicle,43943.0,gray,north carolina,2 days left,15500,0
caravan,dodge,2019,clean vehicle,35744.0,no_color,north carolina,2 days left,15000,0
caravan,dodge,2019,clean vehicle,31542.0,no_color,north carolina,2 days left,15200,0
caravan,dodge,2019,clean vehicle,26899.0,white,north carolina,2 days left,15700,0
journey,dodge,2019,clean vehicle,29985.0,silver,north carolina,2 days left,16100,0
journey,dodge,2018,clean vehicle,37009.0,silver,texas,21 hours left,16300,0
journey,dodge,2019,clean vehicle,30731.0,white,north carolina,2 days left,16000,0
journey,dodge,2019,clean vehicle,30062.0,silver,north carolina,2 days left,16900,0
journey,dodge,2019,clean vehicle,28295.0,charcoal,north carolina,2 days left,17000,0
journey,dodge,2019,clean vehicle,25534.0,silver,north carolina,2 days left,17300,0
journey,dodge,2019,clean vehicle,29716.0,gray,north carolina,2 days left,15900,0
journey,dodge,2019,clean vehicle,34294.0,silver,north carolina,2 days left,15700,0
journey,dodge,2019,clean vehicle,27643.0,white,north carolina,2 days left,16900,0
journey,dodge,2019,clean vehicle,35516.0,white,north carolina,2 days left,15500,0
journey,dodge,2019,clean vehicle,40674.0,silver,north carolina,2 days left,15100,0
journey,dodge,2019,clean vehicle,32494.0,white,north carolina,2 days left,15500,0
journey,dodge,2019,clean vehicle,35047.0,red,north carolina,2 days left,15400,0
journey,dodge,2019,clean vehicle,32898.0,silver,north carolina,2 days left,16500,0
challenger,dodge,2015,clean vehicle,13740.0,black,texas,21 hours left,42500,1
journey,dodge,2019,clean vehicle,23132.0,charcoal,north carolina,2 days left,16600,0
journey,dodge,2019,clean vehicle,37174.0,silver,north carolina,2 days left,15200,0
journey,dodge,2019,clean vehicle,34023.0,charcoal,north carolina,2 days left,15800,0
journey,dodge,2019,clean vehicle,30021.0,charcoal,north carolina,2 days left,16900,0
caravan,dodge,2017,clean vehicle,51469.0,gray,north carolina,2 days left,11100,0
journey,dodge,2019,clean vehicle,31237.0,charcoal,north carolina,2 days left,15600,0
journey,dodge,2019,clean vehicle,30186.0,silver,north carolina,2 days left,16900,0
journey,dodge,2019,clean vehicle,41956.0,silver,north carolina,2 days left,15300,0
journey,dodge,2019,clean vehicle,30727.0,black,north carolina,2 days left,16600,0
durango,dodge,2017,clean vehicle,38956.0,black,pennsylvania,2 days left,21800,1
